88.0," ",88.0,1.0,88.0,88.0,1.0
90.0," ",90.0,1.0,90.0,90.0,1.0
91.0," ",91.0,1.0,91.0,91.0,1.0
92.0," ",92.0,1.0,92.0,92.0,1.0
93.0," ",93.0,1.0,93.0,93.0,1.0
94.0," ",94.0,1.0,94.0,94.0,1.0
95.0," ",95.0,1.0,95.0,95.0,1.0
97.0," ",97.0,1.0,97.0,97.0,1.0
100.0," ",100.0,1.0,100.0,100.0,1.0
101.0," ",101.0,1.0,101.0,101.0,1.0
104.0," ",104.0,1.0,104.0,104.0,1.0
105.0," ",105.0,1.0,105.0,105.0,1.0
106.0," ",106.0,1.0,106.0,106.0,1.0
109.0," ",109.0,1.0,109.0,109.0,1.0
111.0," ",111.0,1.0,111.0,111.0,1.0
115.0," ",115.0,1.0,115.0,115.0,1.0
121.0," ",121.0,1.0,121.0,121.0,1.0
122.0," ",122.0,1.0,122.0,122.0,1.0
124.0," ",124.0,1.0,124.0,124.0,1.0
125.0," ",125.0,1.0,125.0,125.0,1.0
126.0," ",126.0,1.0,126.0,126.0,1.0
127.0," ",127.0,1.0,127.0,127.0,1.0
132.0," ",132.0,1.0,132.0,132.0,1.0
134.0," ",134.0,1.0,134.0,134.0,1.0
136.0," ",136.0,1.0,136.0,136.0,1.0
137.0," ",137.0,1.0,137.0,137.0,1.0
139.0," ",139.0,1.0,139.0,139.0,1.0
141.0," ",141.0,1.0,141.0,141.0,1.0
142.0," ",142.0,1.0,142.0,142.0,1.0
144.0," ",144.0,1.0,144.0,144.0,1.0
145.0," ",145.0,1.0,145.0,145.0,1.0
147.0," ",147.0,1.0,147.0,147.0,1.0
148.0," ",148.0,1.0,148.0,148.0,1.0
151.0," ",151.0,1.0,151.0,151.0,1.0
152.0," ",152.0,1.0,152.0,152.0,1.0
153.0," ",153.0,1.0,153.0,153.0,1.0
154.0," ",154.0,1.0,154.0,154.0,1.0
155.0," ",155.0,1.0,155.0,155.0,1.0
156.0," ",156.0,1.0,156.0,156.0,1.0
161.0," ",161.0,1.0,161.0,161.0,1.0
166.0," ",166.0,1.0,166.0,166.0,1.0
168.0," ",168.0,1.0,168.0,168.0,1.0
169.0," ",169.0,1.0,169.0,169.0,1.0
171.0," ",171.0,1.0,171.0,171.0,1.0
175.0," ",175.0,1.0,175.0,175.0,1.0
176.0," ",176.0,1.0,176.0,176.0,1.0
177.0," ",177.0,1.0,177.0,177.0,1.0
178.0," ",178.0,1.0,178.0,178.0,1.0
181.0," ",181.0,1.0,181.0,181.0,1.0
183.0," ",183.0,1.0,183.0,183.0,1.0
184.0," ",184.0,1.0,184.0,184.0,1.0
185.0," ",185.0,1.0,185.0,185.0,1.0
186.0," ",186.0,1.0,186.0,186.0,1.0
187.0," ",187.0,1.0,187.0,187.0,1.0
188.0," ",188.0,1.0,188.0,188.0,1.0
189.0," ",189.0,1.0,189.0,189.0,1.0
190.0," ",190.0,1.0,190.0,190.0,1.0
191.0," ",191.0,1.0,191.0,191.0,1.0
192.0," ",192.0,1.0,192.0,192.0,1.0
193.0," ",193.0,1.0,193.0,193.0,1.0
194.0," ",194.0,1.0,194.0,194.0,1.0
195.0," ",195.0,1.0,195.0,195.0,1.0
196.0," ",196.0,1.0,196.0,196.0,1.0
198.0," ",198.0,1.0,198.0,198.0,1.0
202.0," ",202.0,1.0,202.0,202.0,1.0
203.0," ",203.0,1.0,203.0,203.0,1.0
206.0," ",206.0,1.0,206.0,206.0,1.0
209.0," ",209.0,1.0,209.0,209.0,1.0
210.0," ",210.0,1.0,210.0,210.0,1.0
213.0," ",213.0,1.0,213.0,213.0,1.0
214.0," ",214.0,1.0,214.0,214.0,1.0
215.0," ",215.0,1.0,215.0,215.0,1.0
216.0," ",216.0,1.0,216.0,216.0,1.0
219.0," ",219.0,1.0,219.0,219.0,1.0
221.0," ",221.0,1.0,221.0,221.0,1.0
229.0," ",229.0,1.0,229.0,229.0,1.0
230.0," ",230.0,1.0,230.0,230.0,1.0
233.0," ",233.0,1.0,233.0,233.0,1.0
235.0," ",235.0,1.0,235.0,235.0,1.0
236.0," ",236.0,1.0,236.0,236.0,1.0
240.0," ",240.0,1.0,240.0,240.0,1.0
241.0," ",241.0,1.0,241.0,241.0,1.0
243.0," ",243.0,1.0,243.0,243.0,1.0
245.0," ",245.0,1.0,245.0,245.0,1.0
250.0," ",250.0,1.0,250.0,250.0,1.0
256.0," ",256.0,1.0,256.0,256.0,1.0
257.0," ",257.0,1.0,257.0,257.0,1.0
263.0," ",263.0,1.0,263.0,263.0,1.0
266.0," ",266.0,1.0,266.0,266.0,1.0
272.0," ",272.0,1.0,272.0,272.0,1.0
273.0," ",273.0,1.0,273.0,273.0,1.0
275.0," ",275.0,1.0,275.0,275.0,1.0
276.0," ",276.0,1.0,276.0,276.0,1.0
277.0," ",277.0,1.0,277.0,277.0,1.0
279.0," ",279.0,1.0,279.0,279.0,1.0
280.0," ",280.0,1.0,280.0,280.0,1.0
281.0," ",281.0,1.0,281.0,281.0,1.0
282.0," ",282.0,1.0,282.0,282.0,1.0
284.0," ",284.0,1.0,284.0,284.0,1.0
286.0," ",286.0,1.0,286.0,286.0,1.0
288.0," ",288.0,1.0,288.0,288.0,1.0
289.0," ",289.0,1.0,289.0,289.0,1.0
291.0," ",291.0,1.0,291.0,291.0,1.0
296.0," ",296.0,1.0,296.0,296.0,1.0
297.0," ",297.0,1.0,297.0,297.0,1.0
298.0," ",298.0,1.0,298.0,298.0,1.0
301.0," ",301.0,1.0,301.0,301.0,1.0
306.0," ",306.0,1.0,306.0,306.0,1.0
307.0," ",307.0,1.0,307.0,307.0,1.0
308.0," ",308.0,1.0,308.0,308.0,1.0
309.0," ",309.0,1.0,309.0,309.0,1.0
312.0," ",312.0,1.0,312.0,312.0,1.0
314.0," ",314.0,1.0,314.0,314.0,1.0
320.0," ",320.0,1.0,320.0,320.0,1.0
321.0," ",321.0,1.0,321.0,321.0,1.0
322.0," ",322.0,1.0,322.0,322.0,1.0
323.0," ",323.0,1.0,323.0,323.0,1.0
325.0," ",325.0,1.0,325.0,325.0,1.0
326.0," ",326.0,1.0,326.0,326.0,1.0
327.0," ",327.0,1.0,327.0,327.0,1.0
331.0," ",331.0,1.0,331.0,331.0,1.0
334.0," ",334.0,1.0,334.0,334.0,1.0
336.0," ",336.0,1.0,336.0,336.0,1.0
341.0," ",341.0,1.0,341.0,341.0,1.0
344.0," ",344.0,1.0,344.0,344.0,1.0
345.0," ",345.0,1.0,345.0,345.0,1.0
346.0," ",346.0,1.0,346.0,346.0,1.0
349.0," ",349.0,1.0,349.0,349.0,1.0
351.0," ",351.0,1.0,351.0,351.0,1.0
352.0," ",352.0,1.0,352.0,352.0,1.0
355.0," ",355.0,1.0,355.0,355.0,1.0
362.0," ",362.0,1.0,362.0,362.0,1.0
365.0," ",365.0,1.0,365.0,365.0,1.0
366.0," ",366.0,1.0,366.0,366.0,1.0
367.0," ",367.0,1.0,367.0,367.0,1.0
368.0," ",368.0,1.0,368.0,368.0,1.0
370.0," ",370.0,1.0,370.0,370.0,1.0
371.0," ",371.0,1.0,371.0,371.0,1.0
372.0," ",372.0,1.0,372.0,372.0,1.0
373.0," ",373.0,1.0,373.0,373.0,1.0
375.0," ",375.0,1.0,375.0,375.0,1.0
377.0," ",377.0,1.0,377.0,377.0,1.0
451.0," ",451.0,1.0,451.0,451.0,1.0
452.0," ",452.0,1.0,452.0,452.0,1.0
453.0," ",453.0,1.0,453.0,453.0,1.0
454.0," ",454.0,1.0,454.0,454.0,1.0
456.0," ",456.0,1.0,456.0,456.0,1.0
457.0," ",457.0,1.0,457.0,457.0,1.0
458.0," ",458.0,1.0,458.0,458.0,1.0
459.0," ",459.0,1.0,459.0,459.0,1.0
460.0," ",460.0,1.0,460.0,460.0,1.0
461.0," ",461.0,1.0,461.0,461.0,1.0
463.0," ",463.0,1.0,463.0,463.0,1.0
464.0," ",464.0,1.0,464.0,464.0,1.0
465.0," ",465.0,1.0,465.0,465.0,1.0
468.0," ",468.0,1.0,468.0,468.0,1.0
470.0," ",470.0,1.0,470.0,470.0,1.0
476.0," ",476.0,1.0,476.0,476.0,1.0
478.0," ",478.0,1.0,478.0,478.0,1.0
479.0," ",479.0,1.0,479.0,479.0,1.0
480.0," ",480.0,1.0,480.0,480.0,1.0
481.0," ",481.0,1.0,481.0,481.0,1.0
482.0," ",482.0,1.0,482.0,482.0,1.0
485.0," ",485.0,1.0,485.0,485.0,1.0
486.0," ",486.0,1.0,486.0,486.0,1.0
487.0," ",487.0,1.0,487.0,487.0,1.0
488.0," ",488.0,1.0,488.0,488.0,1.0
489.0," ",489.0,1.0,489.0,489.0,1.0
491.0," ",491.0,1.0,491.0,491.0,1.0
494.0," ",494.0,1.0,494.0,494.0,1.0
496.0," ",496.0,1.0,496.0,496.0,1.0
497.0," ",497.0,1.0,497.0,497.0,1.0
500.0," ",500.0,1.0,500.0,500.0,1.0
505.0," ",505.0,1.0,505.0,505.0,1.0
506.0," ",506.0,1.0,506.0,506.0,1.0
509.0," ",509.0,1.0,509.0,509.0,1.0
510.0," ",510.0,1.0,510.0,510.0,1.0
511.0," ",511.0,1.0,511.0,511.0,1.0
512.0," ",512.0,1.0,512.0,512.0,1.0
514.0," ",514.0,1.0,514.0,514.0,1.0
515.0," ",515.0,1.0,515.0,515.0,1.0
517.0," ",517.0,1.0,517.0,517.0,1.0
519.0," ",519.0,1.0,519.0,519.0,1.0
520.0," ",520.0,1.0,520.0,520.0,1.0
523.0," ",523.0,1.0,523.0,523.0,1.0
524.0," ",524.0,1.0,524.0,524.0,1.0
525.0," ",525.0,1.0,525.0,525.0,1.0
527.0," ",527.0,1.0,527.0,527.0,1.0
528.0," ",528.0,1.0,528.0,528.0,1.0
531.0," ",531.0,1.0,531.0,531.0,1.0
532.0," ",532.0,1.0,532.0,532.0,1.0
538.0," ",538.0,1.0,538.0,538.0,1.0
541.0," ",541.0,1.0,541.0,541.0,1.0
542.0," ",542.0,1.0,542.0,542.0,1.0
543.0," ",543.0,1.0,543.0,543.0,1.0
544.0," ",544.0,1.0,544.0,544.0,1.0
547.0," ",547.0,1.0,547.0,547.0,1.0
550.0," ",550.0,1.0,550.0,550.0,1.0
551.0," ",551.0,1.0,551.0,551.0,1.0
552.0," ",552.0,1.0,552.0,552.0,1.0
556.0," ",556.0,1.0,556.0,556.0,1.0
557.0," ",557.0,1.0,557.0,557.0,1.0
561.0," ",561.0,1.0,561.0,561.0,1.0
562.0," ",562.0,1.0,562.0,562.0,1.0
564.0," ",564.0,1.0,564.0,564.0,1.0
569.0," ",569.0,1.0,569.0,569.0,1.0
570.0," ",570.0,1.0,570.0,570.0,1.0
574.0," ",574.0,1.0,574.0,574.0,1.0
576.0," ",576.0,1.0,576.0,576.0,1.0
577.0," ",577.0,1.0,577.0,577.0,1.0
579.0," ",579.0,1.0,579.0,579.0,1.0
582.0," ",582.0,1.0,582.0,582.0,1.0
584.0," ",584.0,1.0,584.0,584.0,1.0
590.0," ",590.0,1.0,590.0,590.0,1.0
592.0," ",592.0,1.0,592.0,592.0,1.0
594.0," ",594.0,1.0,594.0,594.0,1.0
595.0," ",595.0,1.0,595.0,595.0,1.0
596.0," ",596.0,1.0,596.0,596.0,1.0
597.0," ",597.0,1.0,597.0,597.0,1.0
598.0," ",598.0,1.0,598.0,598.0,1.0
600.0," ",600.0,1.0,600.0,600.0,1.0
601.0," ",601.0,1.0,601.0,601.0,1.0
603.0," ",603.0,1.0,603.0,603.0,1.0
605.0," ",605.0,1.0,605.0,605.0,1.0
607.0," ",607.0,1.0,607.0,607.0,1.0
608.0," ",608.0,1.0,608.0,608.0,1.0
609.0," ",609.0,1.0,609.0,609.0,1.0
614.0," ",614.0,1.0,614.0,614.0,1.0
615.0," ",615.0,1.0,615.0,615.0,1.0
616.0," ",616.0,1.0,616.0,616.0,1.0
618.0," ",618.0,1.0,618.0,618.0,1.0
621.0," ",621.0,1.0,621.0,621.0,1.0
622.0," ",622.0,1.0,622.0,622.0,1.0
627.0," ",627.0,1.0,627.0,627.0,1.0
628.0," ",628.0,1.0,628.0,628.0,1.0
638.0," ",638.0,1.0,638.0,638.0,1.0
640.0," ",640.0,1.0,640.0,640.0,1.0
641.0," ",641.0,1.0,641.0,641.0,1.0
645.0," ",645.0,1.0,645.0,645.0,1.0
649.0," ",649.0,1.0,649.0,649.0,1.0
651.0," ",651.0,1.0,651.0,651.0,1.0
652.0," ",652.0,1.0,652.0,652.0,1.0
655.0," ",655.0,1.0,655.0,655.0,1.0
660.0," ",660.0,1.0,660.0,660.0,1.0
663.0," ",663.0,1.0,663.0,663.0,1.0
664.0," ",664.0,1.0,664.0,664.0,1.0
667.0," ",667.0,1.0,667.0,667.0,1.0
671.0," ",671.0,1.0,671.0,671.0,1.0
672.0," ",672.0,1.0,672.0,672.0,1.0
675.0," ",675.0,1.0,675.0,675.0,1.0
677.0," ",677.0,1.0,677.0,677.0,1.0
678.0," ",678.0,1.0,678.0,678.0,1.0
679.0," ",679.0,1.0,679.0,679.0,1.0
680.0," ",680.0,1.0,680.0,680.0,1.0
682.0," ",682.0,1.0,682.0,682.0,1.0
685.0," ",685.0,1.0,685.0,685.0,1.0
687.0," ",687.0,1.0,687.0,687.0,1.0
688.0," ",688.0,1.0,688.0,688.0,1.0
691.0," ",691.0,1.0,691.0,691.0,1.0
694.0," ",694.0,1.0,694.0,694.0,1.0
695.0," ",695.0,1.0,695.0,695.0,1.0
697.0," ",697.0,1.0,697.0,697.0,1.0
700.0," ",700.0,1.0,700.0,700.0,1.0
702.0," ",702.0,1.0,702.0,702.0,1.0
703.0," ",703.0,1.0,703.0,703.0,1.0
704.0," ",704.0,1.0,704.0,704.0,1.0
705.0," ",705.0,1.0,705.0,705.0,1.0
709.0," ",709.0,1.0,709.0,709.0,1.0
710.0," ",710.0,1.0,710.0,710.0,1.0
711.0," ",711.0,1.0,711.0,711.0,1.0
712.0," ",712.0,1.0,712.0,712.0,1.0
713.0," ",713.0,1.0,713.0,713.0,1.0
715.0," ",715.0,1.0,715.0,715.0,1.0
717.0," ",717.0,1.0,717.0,717.0,1.0
718.0," ",718.0,1.0,718.0,718.0,1.0
719.0," ",719.0,1.0,719.0,719.0,1.0
720.0," ",720.0,1.0,720.0,720.0,1.0
722.0," ",722.0,1.0,722.0,722.0,1.0
723.0," ",723.0,1.0,723.0,723.0,1.0
725.0," ",725.0,1.0,725.0,725.0,1.0
726.0," ",726.0,1.0,726.0,726.0,1.0
729.0," ",729.0,1.0,729.0,729.0,1.0
733.0," ",733.0,1.0,733.0,733.0,1.0
735.0," ",735.0,1.0,735.0,735.0,1.0
736.0," ",736.0,1.0,736.0,736.0,1.0
737.0," ",737.0,1.0,737.0,737.0,1.0
740.0," ",740.0,1.0,740.0,740.0,1.0
741.0," ",741.0,1.0,741.0,741.0,1.0
747.0," ",747.0,1.0,747.0,747.0,1.0
748.0," ",748.0,1.0,748.0,748.0,1.0
751.0," ",751.0,1.0,751.0,751.0,1.0
752.0," ",752.0,1.0,752.0,752.0,1.0
754.0," ",754.0,1.0,754.0,754.0,1.0
755.0," ",755.0,1.0,755.0,755.0,1.0
756.0," ",756.0,1.0,756.0,756.0,1.0
757.0," ",757.0,1.0,757.0,757.0,1.0
763.0," ",763.0,1.0,763.0,763.0,1.0
764.0," ",764.0,1.0,764.0,764.0,1.0
768.0," ",768.0,1.0,768.0,768.0,1.0
769.0," ",769.0,1.0,769.0,769.0,1.0
771.0," ",771.0,1.0,771.0,771.0,1.0
774.0," ",774.0,1.0,774.0,774.0,1.0
775.0," ",775.0,1.0,775.0,775.0,1.0
776.0," ",776.0,1.0,776.0,776.0,1.0
777.0," ",777.0,1.0,777.0,777.0,1.0
779.0," ",779.0,1.0,779.0,779.0,1.0
780.0," ",780.0,1.0,780.0,780.0,1.0
781.0," ",781.0,1.0,781.0,781.0,1.0
782.0," ",782.0,1.0,782.0,782.0,1.0
785.0," ",785.0,1.0,785.0,785.0,1.0
788.0," ",788.0,1.0,788.0,788.0,1.0
791.0," ",791.0,1.0,791.0,791.0,1.0
792.0," ",792.0,1.0,792.0,792.0,1.0
793.0," ",793.0,1.0,793.0,793.0,1.0
794.0," ",794.0,1.0,794.0,794.0,1.0
795.0," ",795.0,1.0,795.0,795.0,1.0
797.0," ",797.0,1.0,797.0,797.0,1.0
800.0," ",800.0,1.0,800.0,800.0,1.0
801.0," ",801.0,1.0,801.0,801.0,1.0
802.0," ",802.0,1.0,802.0,802.0,1.0
806.0," ",806.0,1.0,806.0,806.0,1.0
807.0," ",807.0,1.0,807.0,807.0,1.0
809.0," ",809.0,1.0,809.0,809.0,1.0
810.0," ",810.0,1.0,810.0,810.0,1.0
812.0," ",812.0,1.0,812.0,812.0,1.0
814.0," ",814.0,1.0,814.0,814.0,1.0
815.0," ",815.0,1.0,815.0,815.0,1.0
816.0," ",816.0,1.0,816.0,816.0,1.0
818.0," ",818.0,1.0,818.0,818.0,1.0
819.0," ",819.0,1.0,819.0,819.0,1.0
821.0," ",821.0,1.0,821.0,821.0,1.0
823.0," ",823.0,1.0,823.0,823.0,1.0
824.0," ",824.0,1.0,824.0,824.0,1.0
825.0," ",825.0,1.0,825.0,825.0,1.0
826.0," ",826.0,1.0,826.0,826.0,1.0
827.0," ",827.0,1.0,827.0,827.0,1.0
901.0," ",901.0,1.0,901.0,901.0,1.0
903.0," ",903.0,1.0,903.0,903.0,1.0
904.0," ",904.0,1.0,904.0,904.0,1.0
905.0," ",905.0,1.0,905.0,905.0,1.0
906.0," ",906.0,1.0,906.0,906.0,1.0
907.0," ",907.0,1.0,907.0,907.0,1.0
908.0," ",908.0,1.0,908.0,908.0,1.0
909.0," ",909.0,1.0,909.0,909.0,1.0
910.0," ",910.0,1.0,910.0,910.0,1.0
913.0," ",913.0,1.0,913.0,913.0,1.0
914.0," ",914.0,1.0,914.0,914.0,1.0
916.0," ",916.0,1.0,916.0,916.0,1.0
918.0," ",918.0,1.0,918.0,918.0,1.0
920.0," ",920.0,1.0,920.0,920.0,1.0
921.0," ",921.0,1.0,921.0,921.0,1.0
922.0," ",922.0,1.0,922.0,922.0,1.0
923.0," ",923.0,1.0,923.0,923.0,1.0
924.0," ",924.0,1.0,924.0,924.0,1.0
926.0," ",926.0,1.0,926.0,926.0,1.0
928.0," ",928.0,1.0,928.0,928.0,1.0
930.0," ",930.0,1.0,930.0,930.0,1.0
934.0," ",934.0,1.0,934.0,934.0,1.0
935.0," ",935.0,1.0,935.0,935.0,1.0
936.0," ",936.0,1.0,936.0,936.0,1.0
938.0," ",938.0,1.0,938.0,938.0,1.0
941.0," ",941.0,1.0,941.0,941.0,1.0
942.0," ",942.0,1.0,942.0,942.0,1.0
943.0," ",943.0,1.0,943.0,943.0,1.0
945.0," ",945.0,1.0,945.0,945.0,1.0
946.0," ",946.0,1.0,946.0,946.0,1.0
947.0," ",947.0,1.0,947.0,947.0,1.0
948.0," ",948.0,1.0,948.0,948.0,1.0
949.0," ",949.0,1.0,949.0,949.0,1.0
950.0," ",950.0,1.0,950.0,950.0,1.0
951.0," ",951.0,1.0,951.0,951.0,1.0
952.0," ",952.0,1.0,952.0,952.0,1.0
953.0," ",953.0,1.0,953.0,953.0,1.0
955.0," ",955.0,1.0,955.0,955.0,1.0
957.0," ",957.0,1.0,957.0,957.0,1.0
958.0," ",958.0,1.0,958.0,958.0,1.0
959.0," ",959.0,1.0,959.0,959.0,1.0
962.0," ",962.0,1.0,962.0,962.0,1.0
963.0," ",963.0,1.0,963.0,963.0,1.0
964.0," ",964.0,1.0,964.0,964.0,1.0
965.0," ",965.0,1.0,965.0,965.0,1.0
967.0," ",967.0,1.0,967.0,967.0,1.0
969.0," ",969.0,1.0,969.0,969.0,1.0
970.0," ",970.0,1.0,970.0,970.0,1.0
971.0," ",971.0,1.0,971.0,971.0,1.0
972.0," ",972.0,1.0,972.0,972.0,1.0
974.0," ",974.0,1.0,974.0,974.0,1.0
977.0," ",977.0,1.0,977.0,977.0,1.0
979.0," ",979.0,1.0,979.0,979.0,1.0
980.0," ",980.0,1.0,980.0,980.0,1.0
983.0," ",983.0,1.0,983.0,983.0,1.0
984.0," ",984.0,1.0,984.0,984.0,1.0
985.0," ",985.0,1.0,985.0,985.0,1.0
988.0," ",988.0,1.0,988.0,988.0,1.0
989.0," ",989.0,1.0,989.0,989.0,1.0
990.0," ",990.0,1.0,990.0,990.0,1.0
991.0," ",991.0,1.0,991.0,991.0,1.0
992.0," ",992.0,1.0,992.0,992.0,1.0
993.0," ",993.0,1.0,993.0,993.0,1.0
994.0," ",994.0,1.0,994.0,994.0,1.0
995.0," ",995.0,1.0,995.0,995.0,1.0
997.0," ",997.0,1.0,997.0,997.0,1.0
999.0," ",999.0,1.0,999.0,999.0,1.0
1000.0," ",1000.0,1.0,1000.0,1000.0,1.0
1003.0," ",1003.0,1.0,1003.0,1003.0,1.0
1006.0," ",1006.0,1.0,1006.0,1006.0,1.0
1009.0," ",1009.0,1.0,1009.0,1009.0,1.0
1010.0," ",1010.0,1.0,1010.0,1010.0,1.0
1011.0," ",1011.0,1.0,1011.0,1011.0,1.0
1012.0," ",1012.0,1.0,1012.0,1012.0,1.0
1013.0," ",1013.0,1.0,1013.0,1013.0,1.0
1014.0," ",1014.0,1.0,1014.0,1014.0,1.0
1019.0," ",1019.0,1.0,1019.0,1019.0,1.0
1020.0," ",1020.0,1.0,1020.0,1020.0,1.0
1023.0," ",1023.0,1.0,1023.0,1023.0,1.0
1024.0," ",1024.0,1.0,1024.0,1024.0,1.0
1025.0," ",1025.0,1.0,1025.0,1025.0,1.0
1026.0," ",1026.0,1.0,1026.0,1026.0,1.0
1027.0," ",1027.0,1.0,1027.0,1027.0,1.0
1031.0," ",1031.0,1.0,1031.0,1031.0,1.0
1034.0," ",1034.0,1.0,1034.0,1034.0,1.0
1036.0," ",1036.0,1.0,1036.0,1036.0,1.0
1037.0," ",1037.0,1.0,1037.0,1037.0,1.0
1038.0," ",1038.0,1.0,1038.0,1038.0,1.0
1040.0," ",1040.0,1.0,1040.0,1040.0,1.0
1041.0," ",1041.0,1.0,1041.0,1041.0,1.0
1044.0," ",1044.0,1.0,1044.0,1044.0,1.0
1045.0," ",1045.0,1.0,1045.0,1045.0,1.0
1046.0," ",1046.0,1.0,1046.0,1046.0,1.0
1047.0," ",1047.0,1.0,1047.0,1047.0,1.0
1050.0," ",1050.0,1.0,1050.0,1050.0,1.0
1051.0," ",1051.0,1.0,1051.0,1051.0,1.0
1053.0," ",1053.0,1.0,1053.0,1053.0,1.0
1055.0," ",1055.0,1.0,1055.0,1055.0,1.0
1056.0," ",1056.0,1.0,1056.0,1056.0,1.0
1057.0," ",1057.0,1.0,1057.0,1057.0,1.0
1064.0," ",1064.0,1.0,1064.0,1064.0,1.0
1069.0," ",1069.0,1.0,1069.0,1069.0,1.0
1073.0," ",1073.0,1.0,1073.0,1073.0,1.0
1074.0," ",1074.0,1.0,1074.0,1074.0,1.0
1076.0," ",1076.0,1.0,1076.0,1076.0,1.0
1077.0," ",1077.0,1.0,1077.0,1077.0,1.0
1078.0," ",1078.0,1.0,1078.0,1078.0,1.0
1079.0," ",1079.0,1.0,1079.0,1079.0,1.0
1080.0," ",1080.0,1.0,1080.0,1080.0,1.0
1082.0," ",1082.0,1.0,1082.0,1082.0,1.0
1083.0," ",1083.0,1.0,1083.0,1083.0,1.0
1085.0," ",1085.0,1.0,1085.0,1085.0,1.0
1086.0," ",1086.0,1.0,1086.0,1086.0,1.0
1090.0," ",1090.0,1.0,1090.0,1090.0,1.0
1091.0," ",1091.0,1.0,1091.0,1091.0,1.0
1092.0," ",1092.0,1.0,1092.0,1092.0,1.0
1095.0," ",1095.0,1.0,1095.0,1095.0,1.0
1096.0," ",1096.0,1.0,1096.0,1096.0,1.0
1098.0," ",1098.0,1.0,1098.0,1098.0,1.0
1100.0," ",1100.0,1.0,1100.0,1100.0,1.0
1101.0," ",1101.0,1.0,1101.0,1101.0,1.0
1102.0," ",1102.0,1.0,1102.0,1102.0,1.0
1103.0," ",1103.0,1.0,1103.0,1103.0,1.0
1104.0," ",1104.0,1.0,1104.0,1104.0,1.0
1105.0," ",1105.0,1.0,1105.0,1105.0,1.0
1108.0," ",1108.0,1.0,1108.0,1108.0,1.0
1109.0," ",1109.0,1.0,1109.0,1109.0,1.0
1110.0," ",1110.0,1.0,1110.0,1110.0,1.0
1111.0," ",1111.0,1.0,1111.0,1111.0,1.0
1112.0," ",1112.0,1.0,1112.0,1112.0,1.0
1114.0," ",1114.0,1.0,1114.0,1114.0,1.0
1120.0," ",1120.0,1.0,1120.0,1120.0,1.0
1122.0," ",1122.0,1.0,1122.0,1122.0,1.0
1126.0," ",1126.0,1.0,1126.0,1126.0,1.0
1127.0," ",1127.0,1.0,1127.0,1127.0,1.0
1129.0," ",1129.0,1.0,1129.0,1129.0,1.0
1131.0," ",1131.0,1.0,1131.0,1131.0,1.0
1132.0," ",1132.0,1.0,1132.0,1132.0,1.0
1133.0," ",1133.0,1.0,1133.0,1133.0,1.0
1134.0," ",1134.0,1.0,1134.0,1134.0,1.0
1135.0," ",1135.0,1.0,1135.0,1135.0,1.0
1137.0," ",1137.0,1.0,1137.0,1137.0,1.0
1139.0," ",1139.0,1.0,1139.0,1139.0,1.0
