701,700,306,302,276.0,304,-1,-1,-1,1792.288,3445.633,-1,302,508
701,700,312,308,281.0,310,-1,-1,-1,1603.441,4025.563,-1,308,465
701,700,318,314,286.0,316,-1,-1,-1,1273.565,3620.368,-1,314,483
701,700,327,323,298.0,325,-1,-1,-1,-1950.11,2081.396,-1,323,426
701,700,333,329,299.0,331,-1,-1,-1,1585.021,4034.334,-1,329,508
701,700,337,335,309.0,336,-1,-1,-1,-1530.7,2057.431,-1,335,416
701,700,340,338,312.0,339,-1,-1,-1,-698.206,1573.275,-1,338,527
701,700,345,341,322.0,343,-1,-1,-1,2233.214,4053.359,-1,341,465
701,700,351,347,325.0,349,-1,-1,-1,1250.452,4840.237,-1,347,459
701,700,357,353,327.0,355,-1,-1,-1,1236.857,3263.039,-1,353,477
701,700,367,365,349.0,366,-1,-1,-1,-1354.97,1981.214,-1,365,492
701,700,375,371,352.0,373,-1,-1,-1,-1406.44,2146.978,-1,371,508
701,700,381,377,356.0,379,-1,-1,-1,1420.163,4930.58,-1,377,435
701,700,387,383,362.0,385,-1,-1,-1,1275.83,4437.056,-1,383,444
701,700,393,389,372.0,391,-1,-1,-1,607.4422,2897.212,-1,389,483
701,700,399,395,375.0,397,-1,-1,-1,1394.756,3429.625,-1,395,502
701,700,405,401,378.0,403,-1,-1,-1,1300.191,4736.919,-1,401,493
701,700,414,410,384.0,412,-1,-1,-1,880.1644,4339.701,-1,410,260
701,700,421,417,390.0,419,-1,-1,-1,994.4462,3762.365,-1,417,290
701,700,425,423,392.0,424,-1,-1,-1,-885.296,1555.976,-1,423,34
701,700,432,426,393.0,429,-1,-1,-1,903.9691,4220.741,-1,426,0
701,700,441,435,396.0,438,-1,-1,-1,868.9021,4390.34,-1,435,0
701,700,448,444,397.0,446,-1,-1,-1,1499.32,4304.553,-1,444,383
701,700,456,450,399.0,453,-1,-1,-1,1626.361,4226.189,-1,450,0
701,700,463,459,402.0,461,-1,-1,-1,1004.115,4462.54,-1,459,347
701,700,473,465,405.0,469,-1,-1,-1,1535.411,4021.741,-1,465,0
701,700,481,477,406.0,479,-1,-1,-1,973.2374,3805.64,-1,477,269
701,700,489,483,407.0,486,-1,-1,-1,1105.263,3730.801,-1,483,0
701,700,499,493,410.0,496,-1,-1,-1,1376.397,4822.779,-1,493,0
701,700,506,502,411.0,504,-1,-1,-1,916.9315,4292.958,-1,502,224
701,700,514,508,415.0,511,-1,-1,-1,1496.445,4021.741,-1,508,0
701,700,530,528,446.0,529,-1,-1,-1,413.84,1194.128,-1,528,0
701,700,535,531,447.0,533,-1,-1,-1,497.9967,1624.515,-1,531,0
701,700,541,537,460.0,539,-1,-1,-1,-2464.4,3264.934,-1,537,435
701,700,545,543,482.0,544,-1,-1,-1,-1062.38,3002.121,-1,543,522
701,700,554,552,525.0,553,-1,-1,-1,-2158.72,2525.141,-1,552,416
701,700,565,561,531.0,563,-1,-1,-1,-2048.73,2751.375,-1,561,450
701,700,575,573,552.0,574,-1,-1,-1,-528.296,4692.663,-1,573,521
701,700,580,576,576.0,578,-1,-1,-1,-1344.71,3889.931,-1,576,435
701,700,586,582,582.0,584,-1,-1,-1,-1215.02,3986.226,-1,582,444
701,700,592,588,597.0,590,-1,-1,-1,-2114.64,2602.884,-1,588,477
701,700,596,594,607.0,595,-1,-1,-1,-1843.93,3481.309,-1,594,525
701,700,601,597,614.0,599,-1,-1,-1,-1996.52,3094.371,-1,597,493
701,700,607,603,621.0,605,-1,-1,-1,-2358.87,2590.634,-1,603,459
701,700,626,624,722.0,625,-1,-1,-1,-2376.13,2575.003,-1,624,521
701,700,631,627,726.0,629,-1,-1,-1,-1223.87,3068.619,-1,627,502
701,700,637,633,785.0,635,-1,-1,-1,-1251.45,3592.093,-1,633,444
701,700,649,645,850.0,647,-1,-1,-1,-2364.17,5198.195,-1,645,401
701,700,655,651,867.0,653,-1,-1,-1,-1903.26,4549.78,-1,651,290
701,700,665,663,897.0,664,-1,-1,-1,-1989.63,3368.764,-1,663,492
701,700,668,666,899.0,667,-1,-1,-1,-820.929,4497.243,-1,666,525
701,700,673,669,906.0,671,-1,-1,-1,-369.942,5263.709,-1,669,477
701,700,679,675,924.0,677,-1,-1,-1,-389.022,5271.565,-1,675,426
701,700,692,690,955.0,691,-1,-1,-1,-2495.13,6791.116,-1,690,523
701,700,695,693,977.0,694,-1,-1,-1,4.502697,5359.332,-1,693,520
701,700,6,4,1010.0,5,-1,-1,-1,-1420.78,5982.023,-1,4,523
701,700,9,7,1023.0,8,-1,-1,-1,-2469.01,6775.141,-1,7,523
701,700,14,10,1034.0,12,-1,-1,-1,-67.2852,4514.923,-1,10,410
701,700,20,16,1050.0,18,-1,-1,-1,-100.942,5328.444,-1,16,450
701,700,24,22,1052.0,23,-1,-1,-1,-365.065,3616.51,-1,22,525
701,700,33,31,1074.0,32,-1,-1,-1,327.2118,4749.996,-1,31,525
701,700,39,35,1157.0,37,-1,-1,-1,-631.709,5149.228,-1,35,410
701,700,45,41,1163.0,43,-1,-1,-1,4.502697,5359.332,-1,41,459
701,700,51,47,1176.0,49,-1,-1,-1,-463.316,5770.688,-1,47,477
701,700,57,53,1183.0,55,-1,-1,-1,-771.573,5378.048,-1,53,417
701,700,63,59,1189.0,61,-1,-1,-1,-1662.14,5616.284,-1,59,450
701,700,67,65,1243.0,66,-1,-1,-1,-1550.04,5606.726,-1,65,527
701,700,72,68,1256.0,70,-1,-1,-1,427.9248,4739.045,-1,68,459
701,700,81,77,1304.0,79,-1,-1,-1,-3325.57,5307.883,-1,77,401
701,700,87,83,1323.0,85,-1,-1,-1,-3079.47,6283.814,-1,83,290
701,700,93,89,1340.0,91,-1,-1,-1,-633.298,5354.847,-1,89,401
701,700,97,95,1345.0,96,-1,-1,-1,-1176.8,5846.647,-1,95,0
701,700,124,122,1541.0,123,-1,-1,-1,-4586.94,7246.79,-1,122,526
701,700,132,128,1625.0,130,-1,-1,-1,-4584.34,7365.069,-1,128,444
701,700,138,134,1679.0,136,-1,-1,-1,-4593.2,7528.303,-1,134,493
701,700,150,146,1734.0,148,-1,-1,-1,-3480.17,6856.274,-1,146,329
701,700,165,161,1760.0,163,-1,-1,-1,-3210.35,6648.152,-1,161,329
701,700,171,167,1782.0,169,-1,-1,-1,-3205.79,7158.99,-1,167,269
701,700,177,173,1786.0,175,-1,-1,-1,-3300.16,6148.413,-1,173,329
701,700,183,179,1793.0,181,-1,-1,-1,-3313.21,6185.833,-1,179,290
701,700,187,185,1801.0,186,-1,-1,-1,-3136.12,6671.917,-1,185,520
701,700,190,188,1803.0,189,-1,-1,-1,-3182.88,7167.608,-1,188,0
701,700,195,191,1804.0,193,-1,-1,-1,-4131.41,7236.525,-1,191,0
697,696,247,243,20.0_396.0,245,246,441,703,.,.,702,-1,-1
697,696,364,360,33.0_396.0,362,363,441,703,.,.,698,-1,-1
697,696,551,547,50.0_407.0,549,550,489,703,.,.,702,-1,-1
697,696,560,556,53.0_405.0,558,559,473,703,.,.,698,-1,-1
697,696,614,610,66.0_405.0,612,613,473,703,.,.,702,-1,-1
697,696,620,616,69.0_397.0,618,619,448,703,.,.,702,-1,-1
697,696,644,640,80.0_390.0,642,643,421,703,.,.,702,-1,-1
697,696,662,658,88.0_399.0,660,661,456,703,.,.,702,-1,-1
697,696,689,685,94.0_406.0,687,688,481,703,.,.,698,-1,-1
697,696,30,26,106.0_384.0,28,29,414,703,.,.,699,-1,-1
697,696,103,99,136.0_411.0,101,102,506,703,.,.,699,-1,-1
697,696,109,105,137.0_396.0,107,108,441,703,.,.,702,-1,-1
697,696,121,117,151.0_399.0,119,120,456,703,.,.,702,-1,-1
697,696,157,153,174.0_407.0,155,156,489,703,.,.,702,-1,-1
697,696,202,198,183.0_397.0,200,201,448,703,.,.,699,-1,-1
697,696,208,204,184.0_415.0,206,207,514,703,.,.,698,-1,-1
697,696,214,210,186.0_415.0,212,213,514,703,.,.,702,-1,-1
697,696,220,216,188.0_410.0,218,219,499,703,.,.,702,-1,-1
697,696,229,225,194.0_411.0,227,228,506,703,.,.,702,-1,-1
697,696,235,231,195.0_396.0,233,234,441,703,.,.,699,-1,-1
697,696,241,237,196.0_393.0,239,240,432,703,.,.,702,-1,-1
697,696,253,249,203.0_407.0,251,252,489,703,.,.,702,-1,-1
697,696,259,255,209.0_405.0,257,258,473,703,.,.,702,-1,-1
697,696,265,261,210.0_384.0,263,264,414,703,.,.,702,-1,-1
697,696,274,270,231.0_406.0,272,273,481,703,.,.,702,-1,-1
697,696,280,276,235.0_393.0,278,279,432,703,.,.,699,-1,-1
697,696,286,282,236.0_397.0,284,285,448,703,.,.,698,-1,-1
697,696,295,291,261.0_390.0,293,294,421,703,.,.,702,-1,-1
697,696,307,303,276.0_415.0,305,306,514,703,.,.,699,-1,-1
697,696,313,309,281.0_405.0,311,312,473,703,.,.,702,-1,-1
697,696,319,315,286.0_407.0,317,318,489,703,.,.,702,-1,-1
697,696,328,324,298.0_393.0,326,327,432,703,.,.,698,-1,-1
697,696,334,330,299.0_415.0,332,333,514,703,.,.,702,-1,-1
697,696,346,342,322.0_405.0,344,345,473,703,.,.,702,-1,-1
697,696,352,348,325.0_402.0,350,351,463,703,.,.,702,-1,-1
697,696,358,354,327.0_406.0,356,357,481,703,.,.,699,-1,-1
697,696,376,372,352.0_415.0,374,375,514,703,.,.,698,-1,-1
697,696,382,378,356.0_396.0,380,381,441,703,.,.,702,-1,-1
697,696,388,384,362.0_397.0,386,387,448,703,.,.,702,-1,-1
697,696,394,390,372.0_407.0,392,393,489,703,.,.,699,-1,-1
697,696,400,396,375.0_411.0,398,399,506,703,.,.,699,-1,-1
697,696,406,402,378.0_410.0,404,405,499,703,.,.,702,-1,-1
697,696,415,411,384.0_210.0,413,414,264,703,.,.,702,-1,-1
697,696,422,418,390.0_261.0,420,421,294,703,.,.,702,-1,-1
697,696,433,427,393.0_196.0,430,432,240,703,.,.,702,-1,-1
697,696,434,428,393.0_235.0,431,432,279,703,.,.,699,-1,-1
697,696,443,437,396.0_20.0,440,441,246,703,.,.,702,-1,-1
697,696,442,436,396.0_137.0,439,441,108,703,.,.,702,-1,-1
697,696,449,445,397.0_362.0,447,448,387,703,.,.,702,-1,-1
697,696,458,452,399.0_88.0,455,456,661,703,.,.,702,-1,-1
697,696,457,451,399.0_151.0,454,456,120,703,.,.,702,-1,-1
697,696,464,460,402.0_325.0,462,463,351,703,.,.,699,-1,-1
697,696,476,468,405.0_66.0,472,473,613,703,.,.,702,-1,-1
697,696,474,466,405.0_209.0,470,473,258,703,.,.,702,-1,-1
697,696,475,467,405.0_281.0,471,473,312,703,.,.,702,-1,-1
697,696,482,478,406.0_231.0,480,481,273,703,.,.,702,-1,-1
697,696,491,485,407.0_50.0,488,489,550,703,.,.,702,-1,-1
697,696,490,484,407.0_286.0,487,489,318,703,.,.,702,-1,-1
697,696,500,494,410.0_188.0,497,499,219,703,.,.,702,-1,-1
697,696,501,495,410.0_378.0,498,499,405,703,.,.,702,-1,-1
697,696,507,503,411.0_194.0,505,506,228,703,.,.,702,-1,-1
697,696,515,509,415.0_186.0,512,514,213,703,.,.,702,-1,-1
697,696,516,510,415.0_299.0,513,514,333,703,.,.,702,-1,-1
697,696,536,532,447.0_411.0,534,535,506,703,.,.,698,-1,-1
697,696,542,538,460.0_396.0,540,541,441,703,.,.,698,-1,-1
697,696,566,562,531.0_399.0,564,565,456,703,.,.,698,-1,-1
697,696,581,577,576.0_396.0,579,580,441,703,.,.,698,-1,-1
697,696,587,583,582.0_397.0,585,586,448,703,.,.,698,-1,-1
697,696,593,589,597.0_406.0,591,592,481,703,.,.,698,-1,-1
697,696,602,598,614.0_410.0,600,601,499,703,.,.,698,-1,-1
697,696,608,604,621.0_402.0,606,607,463,703,.,.,698,-1,-1
697,696,632,628,726.0_411.0,630,631,506,703,.,.,698,-1,-1
697,696,638,634,785.0_397.0,636,637,448,703,.,.,698,-1,-1
697,696,650,646,850.0_378.0,648,649,405,703,.,.,698,-1,-1
697,696,656,652,867.0_261.0,654,655,294,703,.,.,698,-1,-1
697,696,674,670,906.0_406.0,672,673,481,703,.,.,698,-1,-1
697,696,680,676,924.0_393.0,678,679,432,703,.,.,698,-1,-1
697,696,15,11,1034.0_384.0,13,14,414,703,.,.,699,-1,-1
697,696,21,17,1050.0_399.0,19,20,456,703,.,.,698,-1,-1
697,696,40,36,1157.0_384.0,38,39,414,703,.,.,698,-1,-1
697,696,46,42,1163.0_402.0,44,45,463,703,.,.,699,-1,-1
697,696,52,48,1176.0_406.0,50,51,481,703,.,.,698,-1,-1
697,696,58,54,1183.0_390.0,56,57,421,703,.,.,698,-1,-1
697,696,64,60,1189.0_399.0,62,63,456,703,.,.,698,-1,-1
697,696,73,69,1256.0_402.0,71,72,463,703,.,.,702,-1,-1
697,696,82,78,1304.0_378.0,80,81,405,703,.,.,698,-1,-1
697,696,88,84,1323.0_261.0,86,87,294,703,.,.,698,-1,-1
697,696,94,90,1340.0_378.0,92,93,405,703,.,.,698,-1,-1
697,696,133,129,1625.0_397.0,131,132,448,703,.,.,698,-1,-1
697,696,139,135,1679.0_410.0,137,138,499,703,.,.,698,-1,-1
697,696,151,147,1734.0_299.0,149,150,333,703,.,.,698,-1,-1
697,696,166,162,1760.0_299.0,164,165,333,703,.,.,698,-1,-1
697,696,172,168,1782.0_231.0,170,171,273,703,.,.,698,-1,-1
697,696,178,174,1786.0_299.0,176,177,333,703,.,.,698,-1,-1
697,696,184,180,1793.0_261.0,182,183,294,703,.,.,698,-1,-1
697,696,196,192,1804.0_397.0,194,195,448,703,.,.,698,-1,-1
